Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
1.0;0.2054700404405594;0.2350236475467682;0.015402156859636307;113.80000305175781;29.64531135559082;0.17187835276126862;0.18592481315135956;0.006930079311132431;122.5;36.04703903198242
2.0;0.20092511177062988;0.22530367970466614;0.013811290264129639;118.30000305175781;25.52580451965332;0.1587246060371399;0.1769404411315918;0.007960268296301365;108.5;44.31515884399414
3.0;0.2121938318014145;0.23773327469825745;0.014397284016013145;123.0999984741211;22.42245864868164;0.17863187193870544;0.18809528648853302;0.005322493612766266;135.8000030517578;13.28156566619873
4.0;0.1179233267903328;0.12359002977609634;0.004634337965399027;150.0;0.0;0.10256457328796387;0.10837186872959137;0.0035112726036459208;150.0;0.0
5.0;0.10694867372512817;0.11495788395404816;0.0047967093996703625;150.0;0.0;0.09152638167142868;0.10071273148059845;0.005251283757388592;150.0;0.0
6.0;0.10415840148925781;0.11135586351156235;0.004259679466485977;150.0;0.0;0.08868440985679626;0.09557980298995972;0.0042802938260138035;150.0;0.0
7.0;0.19642804563045502;0.21401409804821014;0.010123269632458687;145.6999969482422;3.8600518703460693;0.17048504948616028;0.17675970494747162;0.005139888729900122;144.8000030517578;3.823901414871216
8.0;0.19134508073329926;0.20333807170391083;0.006097177974879742;146.0;3.1622776985168457;0.16012252867221832;0.1671046018600464;0.004732520319521427;145.0;5.228128910064697
9.0;0.205770805478096;0.21964368224143982;0.008649917319417;148.10000610351562;2.6853511333465576;0.1730487048625946;0.1802457869052887;0.0043660616502165794;147.0;4.944132328033447
10.0;0.15895898640155792;0.1701776683330536;0.007156454026699066;149.8000030517578;0.6324555277824402;0.1385393738746643;0.14274659752845764;0.002068568952381611;149.8000030517578;0.6324555277824402
11.0;0.15789635479450226;0.16345831751823425;0.006037382408976555;149.8000030517578;0.6324555277824402;0.13261382281780243;0.13735076785087585;0.002884283196181059;150.0;0.0
12.0;0.15023787319660187;0.1632278710603714;0.007437883876264095;150.0;0.0;0.13111823797225952;0.13600556552410126;0.0028610536828637123;150.0;0.0
13.0;0.15861374139785767;0.16979527473449707;0.0071694389916956425;149.89999389648438;0.3162277936935425;0.13843312859535217;0.1424887478351593;0.002014667959883809;149.8000030517578;0.6324555277824402
14.0;0.15743356943130493;0.16313043236732483;0.006044820416718721;149.8000030517578;0.6324555277824402;0.13234418630599976;0.13707494735717773;0.0028830422088503838;149.8000030517578;0.6324555277824402
15.0;0.15001216530799866;0.1629171073436737;0.00735592283308506;149.8000030517578;0.6324555277824402;0.13064360618591309;0.1356978714466095;0.0028462151531130075;150.0;0.0
16.0;0.08881782740354538;0.106516994535923;0.012389537878334522;150.0;0.0;0.07717854529619217;0.09430073201656342;0.009781369008123875;150.0;0.0
17.0;0.06773025542497635;0.0737152248620987;0.006287745665758848;150.0;0.0;0.05690022185444832;0.06465189903974533;0.005094180814921856;150.0;0.0
18.0;0.07900683581829071;0.09306217730045319;0.011567700654268265;150.0;0.0;0.06915885210037231;0.08123429864645004;0.008462066762149334;150.0;0.0
19.0;0.11159666627645493;0.11744473874568939;0.004037605132907629;150.0;0.0;0.09474242478609085;0.10263121128082275;0.0038763927295804024;150.0;0.0
20.0;0.10640132427215576;0.11249943822622299;0.00497584929689765;150.0;0.0;0.09037849307060242;0.09768567979335785;0.005169307347387075;150.0;0.0
21.0;0.09236913174390793;0.09751515090465546;0.0029692910611629486;150.0;0.0;0.07371925562620163;0.08246617019176483;0.004084320273250341;150.0;0.0
22.0;0.15861374139785767;0.16979527473449707;0.0071694389916956425;149.89999389648438;0.3162277936935425;0.13843312859535217;0.1424887478351593;0.002014667959883809;149.8000030517578;0.6324555277824402
23.0;0.15743356943130493;0.16313043236732483;0.006044820416718721;149.8000030517578;0.6324555277824402;0.13234418630599976;0.13707494735717773;0.0028830422088503838;149.8000030517578;0.6324555277824402
