Index;Min(max. R-Score);<max. R-Score>;Std(max. R-Score);<(epoch of max R-Score>;Std(epoch of max R-Score);Min(max. R-Score (Val. set));<max. R-Score (Val. set)>;Std(max. R-Score (Val. set));<epoch of max R-Score (Val. set)>;Std(epoch of max R-Score (Val. set))
521.0;0.24209938943386078;0.2697754502296448;0.012192620895802975;144.35000610351562;8.374617576599121;0.22135873138904572;0.2355586290359497;0.007684000767767429;148.64999389648438;3.0655126571655273
522.0;0.23735928535461426;0.26820969581604004;0.013764331117272377;145.4499969482422;7.963567733764648;0.21649117767810822;0.23208129405975342;0.00830823928117752;148.14999389648438;5.039579391479492
523.0;0.23958531022071838;0.27067288756370544;0.014005335979163647;148.0;5.553566932678223;0.21624676883220673;0.23142270743846893;0.00909285806119442;148.35000610351562;5.274316310882568
524.0;0.2287246137857437;0.27903634309768677;0.02231059968471527;84.0999984741211;32.52189636230469;0.19045239686965942;0.23227253556251526;0.017439328134059906;70.05000305175781;23.734222412109375
525.0;0.20297183096408844;0.26876890659332275;0.02711750939488411;80.05000305175781;29.66208839416504;0.17502281069755554;0.22170718014240265;0.021156204864382744;68.05000305175781;18.805023193359375
526.0;0.180379718542099;0.261060506105423;0.030180642381310463;71.3499984741211;28.461008071899414;0.15881235897541046;0.21173080801963806;0.022300761193037033;65.5;25.115522384643555
527.0;0.23564331233501434;0.282030314207077;0.020827051252126694;70.9000015258789;18.870471954345703;0.21038201451301575;0.2367558479309082;0.014138517901301384;65.8499984741211;14.372030258178711
528.0;0.22490504384040833;0.2751007676124573;0.022625306621193886;74.80000305175781;21.56898307800293;0.18867939710617065;0.22779488563537598;0.017674246802926064;72.0;20.070926666259766
529.0;0.2002779096364975;0.2682836949825287;0.026017744094133377;64.44999694824219;16.728403091430664;0.1732565313577652;0.21998274326324463;0.019115496426820755;61.45000076293945;15.591750144958496
530.0;0.11961983889341354;0.18430516123771667;0.03205639123916626;95.0;40.23483657836914;0.0679730623960495;0.12909375131130219;0.0248655304312706;89.30000305175781;36.88688278198242
531.0;0.03620942682027817;0.13376350700855255;0.03659289702773094;130.60000610351562;17.676626205444336;0.016315843909978867;0.0781884714961052;0.02591329999268055;120.05000305175781;23.204978942871094
532.0;0.10530990362167358;0.17691056430339813;0.03334314748644829;102.30000305175781;30.0982608795166;0.0710296556353569;0.12301448732614517;0.024363083764910698;101.0;36.054054260253906
