Index;<epoch of min <Chi^2>>;Std(<epoch of min Chi^2>);<Chi^2(0%)>;<Chi^2(1%)>;<Chi^2(2%)>;<Chi^2(5%)>;<Chi^2(10%)>;<Chi^2(20%)>;<Chi_configs^2(0%)>;<Chi_configs^2(1%)>;<Chi_configs^2(2%)>;<Chi_configs^2(5%)>;<Chi_configs^2(10%)>;<Chi_configs^2(20%)>
1.0;51.900001525878906;42.47731018066406;73.32892608642578;76.54229736328125;40.87413787841797;47.43143081665039;39.829689025878906;34.39021682739258;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
2.0;43.79999923706055;46.41551208496094;106.29056549072266;73.99310302734375;40.26015853881836;50.74995422363281;39.294219970703125;34.072181701660156;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
3.0;67.4000015258789;54.628440856933594;75.52432250976562;74.88539123535156;38.56896209716797;47.152462005615234;39.16291046142578;32.783790588378906;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
4.0;65.69999694824219;74.19501495361328;109.75550842285156;74.27311706542969;44.68206787109375;54.38469314575195;45.66496658325195;39.667259216308594;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
5.0;65.80000305175781;69.95045471191406;105.87139892578125;78.26558685302734;44.886497497558594;54.03326416015625;45.69697952270508;39.059608459472656;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
6.0;88.5;75.52960968017578;105.39168548583984;75.32209777832031;43.72183609008789;54.51251220703125;45.69058609008789;39.95478057861328;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
7.0;78.30000305175781;58.83319091796875;88.88004302978516;80.2462387084961;42.876609802246094;51.39501190185547;42.593231201171875;35.34152603149414;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
8.0;53.099998474121094;65.6716537475586;103.86335754394531;69.97489929199219;40.29471969604492;55.20835494995117;43.124900817871094;39.11994934082031;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
9.0;78.5;62.24726486206055;90.4971694946289;80.20005798339844;40.55681610107422;50.77179718017578;43.15277862548828;34.7260627746582;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
10.0;76.69999694824219;77.15215301513672;104.76778411865234;70.97379302978516;40.4272346496582;55.00913619995117;44.523597717285156;37.65243911743164;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
11.0;60.29999923706055;69.10547637939453;104.84242248535156;78.33799743652344;42.53215408325195;54.063995361328125;44.759300231933594;38.99544906616211;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
12.0;97.5;70.80842590332031;100.75505065917969;76.53152465820312;41.749473571777344;53.64931106567383;44.752586364746094;36.9262809753418;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
13.0;76.69999694824219;77.15215301513672;104.84867095947266;70.92213439941406;40.388214111328125;54.99052810668945;44.52246856689453;37.627952575683594;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
14.0;61.70000076293945;70.267822265625;104.60569763183594;78.40702819824219;42.435035705566406;54.04334259033203;44.77082061767578;38.99594497680664;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
15.0;100.19999694824219;66.35393524169922;100.34378814697266;76.66314697265625;41.711631774902344;53.71923065185547;44.90363693237305;36.977569580078125;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
16.0;98.4000015258789;64.69449615478516;108.49749755859375;81.3200912475586;44.91627502441406;54.45159149169922;47.398643493652344;40.01689910888672;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
17.0;78.0;57.10808563232422;118.69606018066406;79.11961364746094;46.13445281982422;53.418548583984375;45.897953033447266;39.701961517333984;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
18.0;112.0999984741211;54.35572052001953;105.65098571777344;83.14835357666016;43.25654983520508;55.17060089111328;47.5037841796875;39.27367401123047;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
19.0;63.400001525878906;75.01881408691406;110.9368667602539;74.67871856689453;44.18424987792969;54.4338493347168;45.63581848144531;39.64006805419922;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
20.0;59.5;68.50830841064453;106.82151794433594;78.37044525146484;44.00684356689453;54.0013427734375;45.399383544921875;38.98032760620117;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
21.0;74.0;77.07860565185547;108.9073486328125;76.12004852294922;44.17775344848633;54.4117317199707;45.477806091308594;39.5931282043457;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
22.0;76.69999694824219;77.15215301513672;104.84867095947266;70.92213439941406;40.388214111328125;54.99052810668945;44.52246856689453;37.627952575683594;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
23.0;61.70000076293945;70.267822265625;104.60569763183594;78.40702819824219;42.435035705566406;54.04334259033203;44.77082061767578;38.99594497680664;60.289390563964844;57.8111686706543;55.44038772583008;53.751556396484375;50.03201675415039;42.12987518310547
