Index;Min(max. R-Score);Avrg(max. R-Score);Std(max. R-Score);Avrg(epoch of max R-Score);Std(epoch of max R-Score);Min(max. R-Score (Val. set));Avrg(max. R-Score (Val. set));Std(max. R-Score (Val. set));Avrg(epoch of max R-Score (Val. set));Std(epoch of max R-Score (Val. set))
1454.0;-2.6679821101711304e25;-1.9325586160712231e25;Inf;22.3;51.4174469042741;-2.9571779427908e25;-2.2276431105678226e25;Inf;19.025;48.32236170786399
1455.0;-2.667983493676936e25;-1.933269853347415e25;Inf;1.0;0.0;-2.9572494239240855e25;-2.2286000354166463e25;Inf;1.0;0.0
1456.0;-2.667983493676936e25;-1.933269853347415e25;Inf;1.0;0.0;-2.9572494239240855e25;-2.2286000354166463e25;Inf;1.0;0.0
1457.0;-2.667983493676936e25;-1.933269853347415e25;Inf;1.0;0.0;-2.9572494239240855e25;-2.2286000354166463e25;Inf;1.0;0.0
1458.0;-2.667983493676936e25;-1.933269853347415e25;Inf;1.0;0.0;-2.9572494239240855e25;-2.2286000354166463e25;Inf;1.0;0.0
1459.0;-911.1105346679688;-396.9466247558594;243.1747283935547;100.35;43.77597397472611;0.2505149841308594;0.2658362090587616;0.006637061480432749;80.65;36.477284817983744
1460.0;-1243.40380859375;-503.1559143066406;356.23773193359375;89.025;43.56162007535698;0.22393441200256348;0.2535473704338074;0.008854968473315239;49.15;30.833340263339483
1461.0;-1615.26318359375;-488.3349609375;367.43267822265625;98.425;42.267698462695286;0.24341034889221191;0.26142650842666626;0.006846720352768898;91.175;36.93992871315987
1462.0;-3274.510498046875;-823.5167846679688;839.17724609375;122.85;38.88282858762154;0.24809908866882324;0.2615601122379303;0.005926109384745359;112.2;42.847493419191885
1463.0;-2661.8037109375;-798.6613159179688;703.6283569335938;112.625;46.19450933073856;0.24086076021194458;0.2581263482570648;0.005940296221524477;63.375;45.72980148207232
1464.0;-3721.65771484375;-924.7791748046875;961.9336547851562;125.6;38.29360259886761;0.2459518313407898;0.2595190405845642;0.006071153096854687;116.825;38.08686933031665
1465.0;-2544.580078125;-519.2860107421875;558.1351928710938;65.975;49.59760514276305;0.2461809515953064;0.26146215200424194;0.007023604586720467;58.225;48.62651355498172
1466.0;-1990.253173828125;-504.150390625;463.3607482910156;50.8;41.567492229582605;0.2344990372657776;0.2520850598812103;0.006437123753130436;26.225;29.723070121303042
1467.0;-2583.099365234375;-584.6398315429688;611.51513671875;65.675;47.59033919416193;0.238602876663208;0.25618597865104675;0.007340324576944113;76.225;51.74022266115252
1468.0;-2609.060546875;-710.3279418945312;742.9149780273438;78.8;45.09261125443491;0.24076545238494873;0.2563204765319824;0.006792179774492979;84.925;54.35278281744184
1469.0;-2502.030029296875;-698.3094482421875;675.5639038085938;74.5;42.791683831419924;0.23263823986053467;0.2502889037132263;0.006479104049503803;30.925;33.598983119533045
1470.0;-3066.41748046875;-803.0533447265625;858.198486328125;78.875;48.33228336613754;0.23729652166366577;0.2530697286128998;0.007147251628339291;94.025;50.14005384919326
1471.0;-2571.838623046875;-704.4434204101562;733.4069213867188;84.4;48.50154636710051;0.2379978895187378;0.25423192977905273;0.006884661968797445;88.875;55.293245055051244
1472.0;-2289.771484375;-712.620849609375;678.5701293945312;71.025;46.59728587892272;0.22932565212249756;0.24807222187519073;0.00663210591301322;35.975;37.46416236269619
1473.0;-2983.589111328125;-839.0797119140625;880.9561767578125;77.3;43.41995287528888;0.2347419261932373;0.2510439455509186;0.007208846975117922;98.275;47.04388976373621
1474.0;-3.0856115e6;-133527.546875;578316.3125;119.625;49.752560815422434;-21.525327682495117;-0.9135341644287109;4.133825778961182;127.3;43.877568593086664
1475.0;-3094.474609375;-949.4677734375;856.2724609375;108.225;39.43673121888742;0.2248867154121399;0.24369964003562927;0.006567100062966347;94.9;40.52653451752321
1476.0;-3.07841975e6;-160506.625;659929.5625;126.25;47.00340958718328;-21.600191116333008;-1.242314100265503;4.763137340545654;133.05;38.96806713721193
1477.0;-3781.63525390625;-1229.76611328125;1106.7349853515625;126.475;38.820419884385586;0.2302805781364441;0.24639756977558136;0.00705646863207221;124.6;39.865028694590364
1478.0;-3146.62158203125;-1042.455322265625;974.5169677734375;103.775;46.83001858878171;0.22511935234069824;0.24414515495300293;0.00691611785441637;62.875;51.26161531914699
1479.0;-3991.697021484375;-1221.9822998046875;1207.8956298828125;111.4;52.46136551591916;0.23109233379364014;0.2462359368801117;0.006953230127692223;116.2;42.11900113262727
1480.0;-2768.79833984375;-831.4954223632812;856.1046142578125;85.375;47.19065938650713;0.23342198133468628;0.2505663335323334;0.007142453920096159;91.075;54.032937485697865
1481.0;-2888.503662109375;-832.7252807617188;812.6509399414062;73.525;47.43902293930491;0.22671836614608765;0.24441330134868622;0.006764019373804331;46.025;45.01366601605704
1482.0;-3359.123291015625;-959.1422119140625;996.543701171875;75.2;44.577906451399706;0.23106259107589722;0.24774625897407532;0.007365525234490633;97.425;47.76592901178595
1483.0;-2478.31396484375;-743.8843994140625;730.8936157226562;81.775;43.04707470927195;0.23248976469039917;0.24988678097724915;0.006865747272968292;85.725;52.7018646582978
1484.0;-2407.79833984375;-778.750732421875;736.5274658203125;72.925;44.181088598444354;0.2241063117980957;0.24338316917419434;0.006879688706248999;45.325;46.38047085706523
1485.0;-2935.608154296875;-928.5324096679688;936.6223754882812;83.95;44.96035290490203;0.2290162444114685;0.24681203067302704;0.007099952548742294;95.4;48.23330055108485
1486.0;-4.607171535491943;0.0660107284784317;0.7596979141235352;54.925;56.99545078562332;0.10102725028991699;0.1739758849143982;0.017568187788128853;73.075;43.13389261714843
1487.0;-0.06626427173614502;0.18489563465118408;0.06772421300411224;30.175;42.70704469600615;0.1658650040626526;0.17543908953666687;0.005599847063422203;23.7;25.504348548272997
1488.0;-183.31301879882812;-4.450860023498535;29.006221771240234;40.3;49.077228517657346;0.17243707180023193;0.18160982429981232;0.00466898875311017;20.425;18.915313969482575
1489.0;-925.4342651367188;-144.62454223632812;210.96063232421875;110.3;58.380361994995084;0.1651257872581482;0.17588135600090027;0.004985789768397808;61.35;70.68403874520283
1490.0;-488.302490234375;-85.89900970458984;123.95282745361328;101.475;62.5869600164648;0.16130125522613525;0.17411789298057556;0.005423109047114849;38.35;60.969748698926566
1491.0;-405.8905029296875;-79.83651733398438;116.63037109375;120.25;44.33540577380797;0.16712206602096558;0.1759892702102661;0.0044867657124996185;93.9;69.0703097742271
1492.0;-172.96011352539062;-7.389312744140625;29.04342269897461;44.825;53.13354606977326;0.1653459072113037;0.17633485794067383;0.004954936448484659;61.05;47.93475801170822
1493.0;-13.591740608215332;-0.7950060367584229;2.404694080352783;64.0;60.17794126907812;0.15907198190689087;0.1712166666984558;0.005881544202566147;69.55;49.327243213835935
1494.0;-47.80772399902344;-2.321455240249634;8.999693870544434;59.25;58.420557498722474;0.164392352104187;0.17651669681072235;0.005221388302743435;77.275;43.9982444288464
1495.0;-690.75537109375;-128.1548614501953;201.8864288330078;99.15;58.14462516774389;0.1613905429840088;0.17387549579143524;0.005183820612728596;92.8;64.20767587310445
1496.0;-333.24072265625;-63.281951904296875;89.58784484863281;99.6;56.340448647895535;0.1565529704093933;0.17098504304885864;0.006251326762139797;73.925;67.53665196746401
1497.0;-492.7722473144531;-73.89427947998047;112.52555084228516;94.775;58.391467369286595;0.16067934036254883;0.17384712398052216;0.005152966361492872;107.15;61.653934929635206
1498.0;-845.0115356445312;-135.26791381835938;230.90951538085938;99.3;55.069745987038324;0.15973055362701416;0.17276246845722198;0.005360530223697424;99.775;63.64987864310545
1499.0;-281.9106140136719;-60.14104461669922;89.23597717285156;101.7;52.43124924542517;0.1555030345916748;0.17007920145988464;0.006330431438982487;78.775;67.62585133830679
1500.0;-582.0204467773438;-79.06330108642578;128.11976623535156;100.9;53.70613296401741;0.16000604629516602;0.17292362451553345;0.00524798221886158;106.3;58.689622548384094
1501.0;NaN;NaN;NaN;103.175;69.0473221226406;NaN;NaN;NaN;105.3;69.1502266529463
1502.0;-3.1190532651483757e22;-2.2419270788771217e21;Inf;150.0;0.0;-2.1637624330452992e17;-2.576796767748096e16;4.577015221347942e16;150.0;0.0
1503.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1504.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1505.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1506.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1507.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1508.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1509.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1510.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1511.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1512.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1513.0;-4619.17333984375;-1130.473388671875;1142.7283935546875;85.025;58.74433415123365;0.1847221851348877;0.22459062933921814;0.01543647050857544;100.35;38.94081636903854
1514.0;-1514.690185546875;-359.26715087890625;462.5304260253906;17.0;17.984323658005533;0.21299368143081665;0.23803064227104187;0.010395685210824013;17.05;6.0253736983798944
1515.0;-6180.30419921875;-1525.134033203125;1322.5721435546875;101.125;52.375462790930094;0.17138832807540894;0.19192668795585632;0.01253991574048996;75.475;38.80192137722181
1516.0;-9403.4755859375;-2025.8779296875;2276.38427734375;78.3;53.2503521115119;0.10452646017074585;0.17547234892845154;0.021412592381238937;125.175;28.731192287414917
1517.0;-10379.0498046875;-2174.192626953125;2445.966796875;74.15;58.877774309940655;0.07023942470550537;0.1461767703294754;0.025222770869731903;135.975;24.964063915546426
1518.0;-13530.3037109375;-2389.551513671875;3166.8828125;73.7;54.329573568201;0.048908352851867676;0.14325706660747528;0.024643205106258392;142.65;19.309290974779937
1519.0;-6731.9658203125;-1490.5975341796875;1723.6939697265625;27.6;37.21028256013555;0.062178075313568115;0.15866988897323608;0.023577755317091942;17.35;5.907622195096772
1520.0;-5321.42041015625;-1198.057373046875;1378.362060546875;36.275;39.46435425051646;-0.02473616600036621;0.10569043457508087;0.03189653158187866;26.5;9.309493362512628
1521.0;-6826.93603515625;-1483.568359375;1682.9681396484375;40.325;40.896609789904254;-0.06009852886199951;0.08435583114624023;0.03298235312104225;49.475;18.25037758654001
1522.0;-6058.80029296875;-1453.1282958984375;1640.1368408203125;65.6;52.30619907370886;-0.11496555805206299;0.04792071133852005;0.04085947200655937;98.225;25.255095956952367
1523.0;-7409.2333984375;-1619.833740234375;1706.0811767578125;72.625;53.54781591945268;-0.1700669527053833;-0.001373152481392026;0.04594036191701889;123.825;28.804279863616422
1524.0;-8080.8720703125;-1704.0556640625;1977.9141845703125;74.325;57.48952524434788;-0.2021958827972412;-0.0039993287064135075;0.04822538048028946;135.85;20.630510141970525
1525.0;-6092.5341796875;-1535.9283447265625;1593.9949951171875;66.125;57.77462290038812;-0.22829115390777588;-0.0118264677003026;0.05294123291969299;127.95;24.719918263909346
1526.0;-7091.67138671875;-1620.9815673828125;1632.2835693359375;62.325;56.65205882605476;-0.26252150535583496;-0.0481673888862133;0.05469934642314911;137.45;22.81581772502442
1527.0;-8185.13671875;-1683.701171875;1926.900634765625;70.5;56.61204003498794;-0.2768348455429077;-0.04828501120209694;0.05631894990801811;140.725;13.889652115781587
1528.0;NaN;NaN;NaN;8.3;28.013915955815378;NaN;NaN;NaN;8.125;31.487227772868682
1529.0;-1.2274164857095136e38;-Inf;Inf;22.725;45.054375979163176;-6.957695759136339e32;-6.464456636013341e31;Inf;15.15;39.68371751609766
1530.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1531.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1532.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1533.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1534.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1535.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1536.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1537.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1538.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1539.0;NaN;NaN;NaN;1.0;0.0;NaN;NaN;NaN;1.0;0.0
1540.0;-3702.36962890625;-1413.610107421875;1103.6015625;99.425;52.03346433072095;0.16255134344100952;0.20735898613929749;0.01974288746714592;123.4;27.18012094084525
1541.0;-2843.638916015625;-631.4713134765625;718.572265625;37.65;33.809079344960665;0.1989538073539734;0.22766156494617462;0.010948844254016876;18.75;6.113247489820354
1542.0;-8563.775390625;-2399.35693359375;2242.019775390625;103.375;51.6093250866298;0.0936937928199768;0.15254226326942444;0.024137206375598907;115.25;31.317849420221886
1543.0;-8223.080078125;-2339.7236328125;2291.791259765625;96.35;42.90690578569566;0.09618836641311646;0.1766315996646881;0.027380822226405144;112.0;29.370314683628852
1544.0;-7675.802734375;-2242.739013671875;2080.200927734375;96.025;49.27343253565915;0.06789129972457886;0.15055520832538605;0.030297985300421715;115.95;29.34931091664762
1545.0;-8389.6220703125;-2403.78466796875;2328.045166015625;82.125;52.8297640952425;0.04406476020812988;0.14794392883777618;0.030173907056450844;131.1;24.021144531753365
1546.0;-4158.3662109375;-1492.3441162109375;1301.3876953125;46.175;46.296085839977486;0.05109083652496338;0.154839888215065;0.029869433492422104;18.125;5.268131084948924
1547.0;-5543.0849609375;-1376.2149658203125;1269.89794921875;42.75;42.95659705760258;-0.07930302619934082;0.08188195526599884;0.041546791791915894;22.525;6.10585049410893
1548.0;-6081.6328125;-1829.0201416015625;1558.59716796875;44.875;43.8325411842237;-0.15012526512145996;0.03498850390315056;0.04709368944168091;39.025;15.686818735845774
1549.0;-9914.58984375;-3101.107421875;2880.830810546875;66.525;51.43479192640737;-0.23410820960998535;-0.007266412489116192;0.057503703981637955;79.15;21.41357106231993
1550.0;-13805.8095703125;-3465.042236328125;3447.654052734375;73.625;55.528550060260635;-0.3341660499572754;-0.0855407863855362;0.0689050555229187;107.3;28.837475617674993
1551.0;-15695.3447265625;-3779.934326171875;3805.25048828125;70.325;59.62807267790945;-0.40001559257507324;-0.1108391061425209;0.0738101527094841;126.375;22.638392055793073
1552.0;-9329.4482421875;-3466.95361328125;3088.812744140625;77.425;52.93289777318701;-0.4300955533981323;-0.11535216867923737;0.07818176597356796;116.95;26.092488358106987
1553.0;-18513.259765625;-4739.47265625;5073.9775390625;70.075;56.650700993694;-0.49504077434539795;-0.16963130235671997;0.08700049668550491;133.75;23.796950892811285
1554.0;-16350.455078125;-4478.59033203125;4408.25439453125;78.5;59.3434160260515;-0.5317350625991821;-0.18566283583641052;0.0883130356669426;137.225;20.05695416199604
