Index;Max. R-Score;Epoch of max R-Score
205.0;-0.09208049997292789;17.0
206.0;-0.07782893318948081;17.0
207.0;-0.08197186018688463;115.0
208.0;-0.06994649279331;17.0
209.0;-0.1074353819421554;8.0
210.0;-0.10452556648177103;10.0
211.0;-0.04772746921546234;1.0
212.0;-0.05046726764410803;9.0
213.0;-0.08156418572169932;48.0
214.0;-0.07670566266351964;17.0
215.0;-0.08688746789568991;58.0
216.0;-0.08345170063105956;146.0
217.0;-0.13910105766291192;89.0
218.0;-0.0739551051491758;92.0
219.0;-0.10387407335287424;51.0
220.0;-0.1169578676460421;62.0
221.0;-0.21326819902303296;95.0
222.0;-0.16032214563454472;111.0
223.0;-0.05924379951019798;115.0
224.0;-0.049445755594190954;71.0
225.0;-0.05219273762248555;36.0
226.0;-0.048163124985284744;93.0
227.0;-0.02624597523480543;130.0
228.0;-0.06796572432989079;71.0
229.0;-0.06921854727862597;2.0
230.0;-0.061473942818454974;36.0
231.0;-0.15021088292557816;71.0
232.0;-0.12604197504112502;147.0
233.0;-0.15037441361953197;58.0
234.0;-0.12161134274896002;3.0
235.0;-0.1839472753465181;148.0
236.0;-0.20977132118652975;106.0
237.0;-0.047574483607585316;106.0
238.0;-0.04548352405599698;24.0
239.0;-0.14747274461940396;48.0
240.0;-0.09425587797224155;124.0
241.0;-0.2177846655382658;41.0
242.0;-0.16657268538182612;41.0
243.0;-0.21451813107970463;41.0
244.0;-0.15458907903233188;41.0
245.0;NaN;2.0
246.0;NaN;1.0
247.0;NaN;1.0
248.0;NaN;1.0
249.0;NaN;1.0
250.0;NaN;1.0
251.0;NaN;1.0
252.0;NaN;1.0
253.0;-0.1278557848544546;129.0
254.0;-0.23595409402671552;40.0
255.0;0.006671831316715893;141.0
256.0;0.0035400422051971026;55.0
257.0;-0.16182073519692453;59.0
258.0;-0.1068130046035678;6.0
259.0;-0.25330452116028956;136.0
260.0;-0.18673606325887304;36.0
261.0;-0.2536886285990332;136.0
262.0;-0.1993935872386976;103.0
263.0;NaN;2.0
264.0;NaN;1.0
265.0;NaN;1.0
266.0;NaN;1.0
267.0;NaN;1.0
268.0;NaN;1.0
269.0;NaN;1.0
270.0;NaN;1.0
271.0;-0.48031277222543567;145.0
272.0;-0.8808062480966043;23.0
273.0;-0.05085512403026615;73.0
274.0;-0.02377315161667304;73.0
275.0;-0.1181215429972633;81.0
276.0;-0.07987700196384284;81.0
277.0;-0.28832580505367655;22.0
278.0;-0.2159791603151786;103.0
279.0;-0.29877819263718153;22.0
280.0;-0.2390098073805822;87.0
281.0;NaN;1.0
282.0;NaN;1.0
283.0;NaN;1.0
284.0;NaN;1.0
285.0;NaN;1.0
286.0;NaN;1.0
287.0;NaN;1.0
8.4879831644e-314;0.0;0.0
6.6977278407e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697733082e-314;0.0;0.0
4.2439915814e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
4.0e-323;0.0;0.0
0.0;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;0.0
3.5310010285453e-311;0.0;0.0
4.243991582e-314;0.0;0.0
3.39519326554e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158304815e-314;0.0;0.0
0.0;0.0;0.0
6.6977285097e-314;0.0;0.0
0.0;0.0;0.0
6.6977285334e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697728647e-314;2.1219957905e-314;0.0
2.121995791e-314;0.0;0.0
6.697728647e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.697728573e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977283783e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977281065e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977302567e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697730391e-314;0.0;0.0
2.121995791e-314;0.0;0.0
4.4e-323;0.0;0.0
0.0;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;2.1219957905e-314
3.2593855673017e-311;0.0;0.0
4.243991582e-314;0.0;0.0
3.60739284464e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.51583043e-314;0.0;0.0
0.0;0.0;0.0
6.697728644e-314;0.0;0.0
0.0;0.0;0.0
6.697728668e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697733079e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977287814e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697727972e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977287814e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977287073e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977285126e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977285097e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977285126e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697733885e-314;0.0;0.0
2.121995791e-314;0.0;0.0
5.0e-323;0.0;0.0
5.0e-324;0.0;0.0
1.0e-323;0.0;0.0
0.0;0.0;0.0
3.2593855673017e-311;0.0;0.0
4.243991582e-314;0.0;0.0
3.81959242374e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.515830379e-314;0.0;0.0
0.0;0.0;0.0
6.6977287785e-314;0.0;0.0
0.0;0.0;0.0
6.697728802e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697729316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697728916e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.6977288417e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697728647e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
5.4e-323;0.0;0.0
5.0e-324;0.0;0.0
1.0e-323;0.0;0.0
0.0;0.0;0.0
3.2593855673017e-311;0.0;0.0
4.243991582e-314;0.0;0.0
4.03179200283e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158303274e-314;0.0;0.0
0.0;0.0;0.0
6.697728913e-314;0.0;0.0
0.0;0.0;0.0
6.6977289366e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.69772905e-314;0.0;0.0
0.0;0.0;0.0
6.69772905e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977291846e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.69772905e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697728976e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977287814e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977287814e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977320067e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697732138e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.0e-323;0.0;0.0
0.0;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;0.0
3.2593855673017e-311;0.0;0.0
4.243991582e-314;0.0;0.0
4.24399158193e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158300705e-314;0.0;0.0
0.0;0.0;0.0
6.697729047e-314;0.0;0.0
0.0;0.0;0.0
6.697729071e-314;0.0;0.0
8.4879831653e-314;0.0;0.0
6.697733082e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729319e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977291846e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.6977291105e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697728916e-314;0.0;0.0
0.0;0.0;0.0
6.6977322754e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.4e-323;0.0;0.0
0.0;0.0;0.0
1.5e-323;0.0;0.0
0.0;0.0;0.0
1.19510802947164e-310;0.0;0.0
4.243991582e-314;0.0;0.0
4.45619116103e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.516352946e-314;0.0;0.0
0.0;0.0;0.0
6.6977291816e-314;0.0;0.0
0.0;0.0;0.0
6.6977292053e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.69773066e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729319e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977305284e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729319e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729245e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.69772905e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697733079e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.69772905e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977333505e-314;0.0;0.0
2.121995791e-314;0.0;0.0
7.0e-323;0.0;0.0
2.1219957915e-314;0.0;0.0
1.0e-323;0.0;0.0
0.0;0.0;0.0
3.259385567302e-311;0.0;0.0
4.243991582e-314;0.0;0.0
4.8805903192e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158299677e-314;0.0;0.0
0.0;0.0;0.0
6.697729316e-314;0.0;0.0
0.0;0.0;0.0
5.2150169935941e-310;0.0;0.0
1.9097962121e-313;0.0;0.0
6.6977329444e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977294504e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729719e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977301253e-314;0.0;0.0
2.121995791e-314;0.0;0.0
5.215016993651e-310;0.0;0.0
1.9097962121e-313;0.0;0.0
6.6977287785e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.69772905e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977291846e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697733082e-314;0.0;0.0
2.121995791e-314;0.0;0.0
7.4e-323;0.0;0.0
4.243991584e-314;0.0;0.0
2.5e-323;0.0;0.0
0.0;0.0;0.0
3.5352450201277e-311;0.0;0.0
4.243991582e-314;0.0;0.0
5.0927898983e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.515829197e-314;0.0;0.0
0.0;0.0;0.0
6.6977294504e-314;0.0;0.0
0.0;0.0;0.0
6.697729474e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697729585e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.6977295136e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697729316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977333476e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
8.0e-323;0.0;0.0
4.2439915824e-314;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;0.0
3.5394890117097e-311;0.0;0.0
4.243991582e-314;0.0;0.0
6.1537877938e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.515822114e-314;0.0;0.0
0.0;0.0;0.0
6.697729585e-314;0.0;0.0
0.0;0.0;0.0
8.4879831634e-314;0.0;0.0
8.487983164e-314;0.0;0.0
6.6977329474e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977326786e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729722e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.697729648e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977294504e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977301223e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697730794e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
8.4e-323;0.0;0.0
2.121995791e-314;2.1219957905e-314;0.0
0.0;0.0;0.0
0.0;0.0;0.0
3.259385567302e-311;0.0;0.0
4.243991582e-314;0.0;0.0
1.14587772712e-312;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158289914e-314;0.0;0.0
0.0;0.0;0.0
6.697729719e-314;0.0;0.0
0.0;0.0;0.0
6.697729743e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977298535e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977298565e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;2.1219957905e-314
0.0;0.0;0.0
6.6977297824e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697729316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697733482e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
9.0e-323;0.0;0.0
4.2439915824e-314;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;0.0
3.267873550466e-311;0.0;0.0
4.243991582e-314;0.0;0.0
6.578186952e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158220113e-314;0.0;0.0
0.0;0.0;0.0
6.6977298535e-314;0.0;0.0
0.0;0.0;0.0
6.6977298773e-314;0.0;0.0
8.487983164e-314;0.0;0.0
6.697732407e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729991e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697731066e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729991e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697729917e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697729719e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977311974e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977326786e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977329474e-314;0.0;0.0
2.121995791e-314;0.0;0.0
9.4e-323;0.0;0.0
4.243991582e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
3.259385567302e-311;0.0;0.0
4.243991582e-314;0.0;0.0
1.12465776921e-312;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.516353203e-314;0.0;0.0
0.0;0.0;0.0
6.697729988e-314;0.0;0.0
0.0;0.0;0.0
6.6977300116e-314;0.0;0.0
8.487983164e-314;0.0;0.0
6.6977302567e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977301253e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.697730051e-314;0.0;0.0
8.487983166e-314;0.0;0.0
6.697729316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697731466e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977316006e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697731735e-314;0.0;0.0
2.121995791e-314;0.0;0.0
1.0e-322;0.0;0.0
8.487983164e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
3.267873550466e-311;0.0;0.0
6.365987373e-314;0.0;0.0
1.1034378113e-312;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158294025e-314;0.0;0.0
0.0;0.0;0.0
6.6977301223e-314;0.0;0.0
0.0;0.0;0.0
6.697730146e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977302597e-314;0.0;0.0
0.0;0.0;0.0
6.6977302597e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977313347e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977302597e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977301856e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697729319e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.04e-322;0.0;0.0
0.0;0.0;0.0
5.0e-324;0.0;0.0
0.0;0.0;0.0
3.5310010285453e-311;0.0;0.0
4.243991582e-314;0.0;0.0
5.5171890565e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.51582894e-314;0.0;0.0
0.0;0.0;0.0
6.6977302567e-314;0.0;0.0
0.0;0.0;0.0
6.6977302804e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.697730394e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697730663e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.69773032e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977301253e-314;0.0;0.0
0.0;0.0;0.0
6.6977309316e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.1e-322;0.0;0.0
0.0;0.0;0.0
1.0e-323;0.0;0.0
0.0;0.0;0.0
1.19510802947164e-310;0.0;0.0
4.243991582e-314;0.0;0.0
5.7293886356e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158237583e-314;0.0;0.0
0.0;0.0;0.0
6.697730391e-314;0.0;0.0
0.0;0.0;0.0
6.697730415e-314;0.0;0.0
8.4879831653e-314;0.0;0.0
6.69773281e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.69773066e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977305284e-314;0.0;0.0
0.0;0.0;0.0
6.6977305284e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977304543e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.6977302597e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.6977305255e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.14e-322;0.0;0.0
1.0e-323;0.0;0.0
1.5e-323;0.0;0.0
0.0;0.0;0.0
3.2593855673017e-311;0.0;0.0
4.243991582e-314;0.0;0.0
6.7903865311e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.516352689e-314;0.0;0.0
0.0;0.0;0.0
6.6977305255e-314;0.0;0.0
0.0;0.0;0.0
6.697730549e-314;0.0;0.0
8.487983165e-314;0.0;0.0
6.6977320067e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697730663e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
6.6977305887e-314;0.0;0.0
8.4879831644e-314;0.0;0.0
6.697730394e-314;0.0;0.0
0.0;0.0;0.0
6.6977291846e-314;0.0;0.0
2.121995791e-314;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.2e-322;0.0;0.0
0.0;0.0;0.0
1.0e-323;0.0;0.0
0.0;0.0;0.0
1.19510802947164e-310;0.0;0.0
4.243991582e-314;0.0;0.0
7.0025861102e-313;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.5158235014e-314;0.0;0.0
0.0;0.0;0.0
6.69773066e-314;0.0;0.0
0.0;0.0;0.0
6.6977306836e-314;0.0;0.0
8.4879831653e-314;0.0;0.0
6.6977318693e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697731066e-314;0.0;0.0
2.121995791e-314;0.0;0.0
6.697730794e-314;0.0;0.0
